Date;PX_LAST;PX_HIGH;PX_LOW;PX_OPEN
18.05.2017;57.5854;58.1267;57.3036;57.09
17.05.2017;57.1138;57.1179;56.5732;56.8673
16.05.2017;56.5796;56.5801;56.1838;57.0428
15.05.2017;56.3704;57.2463;56.2189;56.505
12.05.2017;57.1058;57.3491;56.9734;56.6426
11.05.2017;57.0644;57.3353;56.9264;56.7238
10.05.2017;57.4571;58.3606;57.4135;56.235
05.05.2017;57.9467;58.8161;57.9361;56.7247
04.05.2017;58.3815;58.4605;57.4026;56.6317
03.05.2017;57.3897;57.393;57.0354;56.3974
02.05.2017;57.0299;57.1593;56.8561;57.1275
28.04.2017;56.93;57.1843;56.6251;56.7558
27.04.2017;56.9793;57.2677;56.7205;56.5175
26.04.2017;57.1531;57.166;56.1929;56.4259
25.04.2017;56.1665;56.2425;55.732;56.6071
24.04.2017;55.8265;56.2055;55.7206;56.535
21.04.2017;56.4641;56.5975;56.0356;57.585
20.04.2017;56.1917;56.5064;56.101;56.8565
19.04.2017;56.5778;56.7451;56.068;56.4475
18.04.2017;56.2413;56.2444;55.8575;56.3379
17.04.2017;55.9342;56.3274;55.9049;57.14
14.04.2017;56.3431;56.391;56.0874;57.111
13.04.2017;56.2804;56.6613;56.1685;57.4464
12.04.2017;56.6082;57.1401;56.5443;58.4385
11.04.2017;56.9191;57.1831;56.8186;58.3408
10.04.2017;57.1866;57.5855;57.0817;58.375
07.04.2017;57.2509;57.2605;56.7621;58.345
06.04.2017;56.3811;56.578;56.1771;57.3214
05.04.2017;56.3838;56.3967;55.8047;57.0237
04.04.2017;56.085;56.7056;56.046;56.9007
03.04.2017;56.0891;56.502;55.9404;56.9
31.03.2017;56.2649;56.5334;55.8603;57.1321
30.03.2017;56.0821;56.6844;55.9132;57.119
29.03.2017;56.6212;57.1474;56.5946;56.1847
28.03.2017;57.0318;57.182;56.8242;55.8839
27.03.2017;56.9142;57.2169;56.7369;56.125
24.03.2017;56.9176;57.4987;56.8943;56.1659
23.03.2017;57.4445;57.7609;57.3377;56.496
22.03.2017;57.7851;58.2159;57.5541;56.1529
21.03.2017;57.6918;57.6993;57.0057;55.9513
20.03.2017;57.2985;57.6357;57.1807;56.3425
17.03.2017;57.2349;58.0514;57.1607;56.193
16.03.2017;57.7863;58.5055;57.6174;56.9647
15.03.2017;58.3899;59.2205;58.3887;57.0571
14.03.2017;59.1723;59.618;58.7987;57.2472
13.03.2017;58.7989;59.2321;58.6478;57.41
10.03.2017;58.9938;59.2954;58.7131;56.2313
09.03.2017;59.3101;59.4949;58.6981;56.2778
07.03.2017;58.1798;58.3739;57.8829;56.1818
06.03.2017;58.204;58.4405;57.9312;56.2642
03.03.2017;58.2174;59.0029;58.1385;56.215
02.03.2017;58.8446;58.8638;58.2811;56.1279
01.03.2017;58.2866;58.5966;57.9831;56.6787
28.02.2017;58.314;58.5051;57.828;56.9984
27.02.2017;58.081;58.6171;57.5882;56.9555
24.02.2017;58.4432;58.5766;57.7796;57.2713
22.02.2017;58.0724;58.1556;57.3068;57.4659
21.02.2017;57.4262;58.0453;57.4214;57.8148
20.02.2017;57.9695;58.4757;57.9129;57.6813
17.02.2017;58.4497;58.5432;57.4703;57.3912
16.02.2017;57.5934;57.6686;56.9901;57.3463
15.02.2017;57.2545;57.8891;56.5583;57.7692
14.02.2017;57.1273;58.0089;57.1036;59.0939
13.02.2017;58.0109;58.3158;57.8496;59.321
10.02.2017;58.2567;58.9773;58.2292;58.8308
09.02.2017;58.9703;59.1241;58.6965;58.7257
08.02.2017;59.2339;59.6218;59.0965;59.338
07.02.2017;59.3441;59.4953;59.0077;58.642
06.02.2017;58.9062;59.0979;58.5903;58.1071
03.02.2017;58.9622;59.616;58.7511;58.3027
02.02.2017;59.4135;60.1122;58.585;58.2329
01.02.2017;60.1237;60.4219;60.0606;58.7585
31.01.2017;60.166;60.2342;59.8773;58.2993
30.01.2017;59.9457;60.2839;59.5095;58.4495
27.01.2017;59.8209;60.5411;59.5624;58.0132
26.01.2017;60.4421;60.6172;59.3956;58.51
25.01.2017;59.5246;59.6566;59.0732;57.781
24.01.2017;59.2507;59.3739;59.0809;57.9906
23.01.2017;59.5219;59.75;59.3074;57.6778
20.01.2017;59.7502;59.9404;59.5805;58.0082
19.01.2017;59.7341;60.2591;59.1896;58.4035
18.01.2017;59.5601;59.5719;59.0408;57.5452
17.01.2017;59.4075;59.7154;58.9669;57.311
16.01.2017;59.8498;59.9427;59.487;57.3083
13.01.2017;59.678;59.8512;59.266;58.1139
12.01.2017;59.3535;59.7486;59.092;58.395
11.01.2017;59.7455;60.682;59.4771;58.8976
10.01.2017;60.1556;60.282;59.8242;59.1872
09.01.2017;60.0753;60.0899;59.6336;59.3398
06.01.2017;59.6073;59.7492;59.1104;58.9467
05.01.2017;59.4227;60.4342;59.1814;58.9836
04.01.2017;60.4666;61.2036;60.2439;59.2179
03.01.2017;60.9086;61.2959;60.3692;60.2188
30.12.2016;61.2668;61.6487;60.4471;60.1144
29.12.2016;60.4197;60.7955;60.1225;59.8577
28.12.2016;60.3229;60.752;60.122;59.7904
27.12.2016;60.6796;60.9725;60.5875;60.4725
26.12.2016;60.9798;61.0833;60.7674;59.4123
23.12.2016;61.0563;61.3747;60.7771;59.2033
22.12.2016;60.9535;61.1096;60.6874;59.5221
21.12.2016;61.1562;61.2561;60.8724;59.75
20.12.2016;61.4536;62.0597;61.3224;59.8525
19.12.2016;61.9362;62.0476;61.6642;59.4304
16.12.2016;62.0919;62.5094;61.4534;59.374
15.12.2016;61.7427;62.084;61.3284;59.7854
14.12.2016;62.0951;62.1056;60.7064;59.6756
13.12.2016;60.6084;61.3143;60.4813;59.3946
12.12.2016;61.0491;62.4915;60.7525;59.8773
09.12.2016;62.4999;63.3958;62.217;60.1401
08.12.2016;63.2751;63.535;63.2539;59.877
07.12.2016;63.2124;63.988;63.1485;59.5
06.12.2016;63.8783;63.9833;63.6575;59.6106
05.12.2016;63.8087;64.0862;63.5118;60.4013
02.12.2016;63.8919;64.3468;63.7555;60.9839
01.12.2016;63.9746;64.1858;63.5022;61.2799
30.11.2016;64.1395;65.3857;63.9797;61.3875
29.11.2016;65.1071;65.4968;64.8282;60.4273
28.11.2016;64.8387;65.2124;64.5;60.2051
25.11.2016;64.9531;64.9893;64.3081;60.6953
24.11.2016;64.48;64.803;64.2865;60.9603
23.11.2016;64.4704;64.9458;63.7005;61.0518
22.11.2016;63.7733;64.1292;63.47;60.9883
21.11.2016;63.9203;64.5111;63.8784;61.1097
18.11.2016;64.7;65.3155;64.4833;61.4209
17.11.2016;64.8319;65.0955;64.2984;61.8876
16.11.2016;64.7586;65.5686;64.02;62.0761
15.11.2016;64.1748;65.9653;64.1677;61.792
14.11.2016;66.028;66.4886;65.599;61.469
11.11.2016;65.7635;66.3018;64.796;60.5613
10.11.2016;65.5186;65.5836;63.2803;60.804
09.11.2016;63.8761;64.1589;63.2285;62.468
08.11.2016;63.7655;63.8433;63.6267;63.2911
07.11.2016;63.6434;64.5225;63.5557;63.7084
03.11.2016;63.5789;63.8173;63.4493;63.8279
02.11.2016;63.5112;63.842;63.3354;63.6134
01.11.2016;63.3208;63.366;62.9061;63.91
31.10.2016;63.392;63.4592;62.721;63.8518
28.10.2016;63.009;63.145;62.775;64.0962
27.10.2016;62.713;63.2492;62.5778;65.3413
26.10.2016;62.8953;63.0051;62.1872;64.8218
25.10.2016;62.247;62.2784;61.9514;64.4995
24.10.2016;62.2002;62.6695;61.781;64.431
21.10.2016;62.3722;62.588;62.2295;64.4019
20.10.2016;62.4788;62.4982;62.265;63.9231
19.10.2016;62.3031;62.8033;62.2005;63.9511
18.10.2016;62.8255;63.0263;62.7841;64.9546
17.10.2016;63.1147;63.2155;62.7433;64.6413
14.10.2016;62.975;63.0749;62.8024;64.5088
13.10.2016;63.027;63.512;62.9073;64.519
12.10.2016;63.0137;63.1565;62.4858;66.2906
11.10.2016;62.6912;62.889;62.1125;65.6089
10.10.2016;61.9829;62.5259;61.8377;65.1658
07.10.2016;62.2685;62.5278;61.9592;63.8122
06.10.2016;62.104;62.4711;62.0752;63.6529
05.10.2016;62.4196;62.6083;62.2993;63.7778
04.10.2016;62.679;62.858;62.328;64.4013
03.10.2016;62.2837;62.95;62.154;63.7343
30.09.2016;62.8495;63.5119;62.6448;63.786
29.09.2016;63.0956;63.3647;62.9002;63.3326
28.09.2016;63.03;64.096;63.0121;63.3827
27.09.2016;63.8536;64.0855;63.5769;63.0389
26.09.2016;63.9356;64.2834;63.5842;62.7974
23.09.2016;64.0574;64.117;63.385;62.936
22.09.2016;63.6992;63.962;63.5028;62.0956
21.09.2016;63.8314;64.5257;63.7915;62.2181
20.09.2016;64.7856;65.0171;64.5774;62.382
19.09.2016;64.6696;65.158;64.3838;62.3942
16.09.2016;65.1235;65.2484;64.875;62.2109
15.09.2016;64.7693;65.3867;64.6734;62.9512
14.09.2016;65.1604;65.3006;64.8101;63.0856
13.09.2016;65.3073;65.4751;64.6816;63.0115
12.09.2016;64.5866;65.2988;64.0145;62.9178
09.09.2016;64.819;64.8325;64.0173;62.911
08.09.2016;63.9849;64.0493;63.5774;62.6543
07.09.2016;64.1362;64.5955;64.1347;62.0086
06.09.2016;64.5701;64.9223;64.4081;62.207
05.09.2016;65.0901;65.1712;64.5184;62.1359
02.09.2016;65.0915;65.9571;64.9945;62.3731
01.09.2016;65.93;65.9848;65.1683;62.6221
31.08.2016;65.3334;65.4473;65.1253;62.1962
30.08.2016;65.255;65.3462;64.8177;62.992
29.08.2016;64.7542;65.174;64.682;63.1264
26.08.2016;64.8528;64.9963;64.2298;63.7425
25.08.2016;64.6797;65.0527;64.5757;63.94
24.08.2016;65.1693;65.3211;64.7007;63.8128
23.08.2016;64.6004;64.8897;64.2879;64.023
22.08.2016;64.8062;64.8235;63.8975;63.6489
19.08.2016;63.9204;64.1111;63.5921;64.2133
18.08.2016;63.6623;64.1902;63.3952;64.8147
17.08.2016;63.8445;64.332;63.815;64.6886
16.08.2016;63.7803;64.1865;63.5586;65.1568
15.08.2016;64.0399;64.7576;63.9106;64.807
12.08.2016;64.7647;64.993;64.0899;65.1299
11.08.2016;64.3259;65.1299;64.1476;65.361
10.08.2016;64.8707;64.9289;64.1693;64.5783
09.08.2016;64.7564;65.1235;64.5209;64.5877
08.08.2016;64.6257;66.5497;64.4414;63.9033
05.08.2016;65.5355;65.87;64.9989;64.3526
04.08.2016;65.7647;66.5594;65.6073;64.5629
03.08.2016;66.2656;67.0215;66.1497;65.0678
02.08.2016;66.6657;67.0213;66.0215;65.3562
01.08.2016;66.9136;66.9715;65.7405;65.941
29.07.2016;66.0262;67.1684;65.9111;65.2915
28.07.2016;66.6237;66.7768;65.9265;65.2739
27.07.2016;65.9402;66.4529;65.7138;65.0634
26.07.2016;65.9329;66.5495;65.4397;64.8225
25.07.2016;65.4237;65.5444;64.7625;64.7159
22.07.2016;64.8548;64.9737;64.2834;65.1346
21.07.2016;64.373;64.43;63.579;64.4384
20.07.2016;63.7716;63.9128;63.1563;64.6828
19.07.2016;63.5236;63.747;62.8077;63.9
18.07.2016;62.8531;64.1955;62.0709;63.6784
15.07.2016;63.5068;63.5246;62.9705;64.17
14.07.2016;62.8493;63.7883;62.7277;63.7466
13.07.2016;63.8325;64.1026;63.658;64.0389
12.07.2016;63.8954;64.0533;63.7279;64.7829
11.07.2016;64.199;64.3021;63.9651;64.2504
08.07.2016;63.951;64.5628;63.7163;64.7129
07.07.2016;64.564;64.7533;63.7157;64.7552
06.07.2016;64.2221;64.8038;64.1817;64.5533
05.07.2016;64.3502;64.6798;64.117;66.5043
04.07.2016;63.9144;64.0118;63.5365;65.6326
01.07.2016;63.8091;64.259;63.8034;66.1983
30.06.2016;63.9674;64.4203;63.7528;66.7418
29.06.2016;63.8433;64.4837;63.6168;66.6853
28.06.2016;64.0645;65.0708;63.9973;65.9762
27.06.2016;65.4686;65.646;64.8228;66.7545
24.06.2016;65.2722;66.112;64.698;66.353
23.06.2016;63.8418;64.7365;63.7692;66.0026
22.06.2016;64.8746;65.141;63.5106;65.4936
21.06.2016;63.8139;64.477;63.7797;64.8375
20.06.2016;64.267;64.8353;63.7651;64.2915
17.06.2016;64.8503;65.532;64.7091;63.8497
16.06.2016;65.7812;66.0896;65.3641;63.4775
15.06.2016;65.5482;66.0566;65.0908;62.8124
14.06.2016;66.1343;66.3071;65.7194;63.6
10.06.2016;65.2722;65.383;64.1215;62.8571
09.06.2016;64.322;64.4938;63.3996;63.921
08.06.2016;63.6241;64.8071;63.4799;63.7548
07.06.2016;64.6033;65.4312;64.5157;64.0572
06.06.2016;65.274;67.252;65.1225;64.0938
03.06.2016;65.6278;67.1703;65.6035;64.4192
02.06.2016;66.9783;67.6996;66.624;64.254
01.06.2016;67.0968;67.322;66.5206;64.5107
31.05.2016;66.6931;66.9933;65.7244;63.8487
30.05.2016;65.7825;66.2644;65.5876;63.8717
27.05.2016;66.1154;66.415;65.7102;63.943
26.05.2016;65.8271;65.8826;64.9676;63.7879
25.05.2016;65.4815;66.0158;65.3385;64.5252
24.05.2016;66.1759;67.135;66.1039;65.4585
23.05.2016;66.8307;67.3281;64.2248;65.6478
20.05.2016;66.7772;66.9773;66.2631;64.0221
19.05.2016;66.7714;67.3205;65.9891;64.3434
18.05.2016;65.9959;66.0915;64.844;64.0967
17.05.2016;64.7422;65.0693;64.372;64.1451
16.05.2016;64.8961;67.2236;64.6099;65.0366
13.05.2016;65.4594;65.5684;64.7437;65.3817
12.05.2016;64.9069;65.5319;64.5661;65.4632
11.05.2016;64.9994;66.3739;64.8364;65.9395
10.05.2016;66.2655;66.6674;66.0547;65.7551
06.05.2016;65.9369;66.614;65.5543;64.29
05.05.2016;65.8626;66.2324;65.1954;64.215
04.05.2016;66.5482;66.7115;65.7299;63.6906
29.04.2016;64.6641;64.8792;63.9893;64.7647
28.04.2016;64.7072;65.3408;64.1978;65.5343
27.04.2016;65.1295;65.9827;64.976;65.6063
26.04.2016;65.2054;66.7344;65.1786;66.9407
25.04.2016;66.5775;66.8476;65.8844;67.1287
22.04.2016;66.4724;66.8101;65.5379;66.0183
21.04.2016;66.8452;66.9476;64.6587;65.6745
20.04.2016;65.1684;66.5605;65.126;66.0423
19.04.2016;65.8684;66.2658;65.4063;65.57
18.04.2016;66.0945;68.7928;65.3151;65.6745
15.04.2016;66.4258;66.6312;65.871;66.5624
14.04.2016;66.1268;66.6414;65.7795;66.8601
13.04.2016;66.2912;66.361;65.2514;66.2368
12.04.2016;65.715;66.5995;65.1868;67.0127
11.04.2016;66.765;68.5928;63.9745;65.2095
08.04.2016;67.1064;67.925;66.9312;64.8665
07.04.2016;68.0133;68.4167;67.5352;64.7843
06.04.2016;67.5996;68.8601;67.5503;65.5002
05.04.2016;68.563;69.4857;68.5507;65.0555
04.04.2016;68.7075;68.9054;67.7447;65.1569
01.04.2016;67.5662;68.3533;66.8485;66.2716
31.03.2016;67.0515;68.0139;66.7191;66.5174
30.03.2016;68.2448;68.36;67.1366;65.6087
29.03.2016;68.0885;69.236;67.924;65.7025
28.03.2016;68.5029;68.6405;67.6003;66.6506
25.03.2016;68.4476;68.8295;67.831;66.6133
24.03.2016;68.5784;69.6553;68.2754;65.1874
23.03.2016;68.6919;68.7669;67.4391;64.7631
22.03.2016;67.5124;68.2606;67.2005;64.4216
21.03.2016;67.8412;69.1937;67.4923;65.4003
18.03.2016;68.364;68.7209;67.2714;65.854
17.03.2016;68.0921;69.2383;67.925;66.3729
16.03.2016;69.15;71.2414;69.136;66.5863
15.03.2016;71.0585;71.3931;70.2967;66.166
14.03.2016;69.9745;71.3008;69.6833;65.425
11.03.2016;69.9157;70.9735;69.4467;66.1313
10.03.2016;71.4408;71.8877;69.9548;66.2114
09.03.2016;71.1107;72.6619;70.7564;66.9745
07.03.2016;71.481;72.248;71.1339;65.9736
04.03.2016;71.9985;73.437;71.754;66.1634
03.03.2016;73.1829;74.0849;72.8952;65.3337
02.03.2016;73.0419;74.2518;73.0164;66.6774
01.03.2016;73.382;74.763;73.1725;67.3497
29.02.2016;75.2012;77.4335;74.7396;68.2233
26.02.2016;76.1944;76.4145;74.4915;67.9715
25.02.2016;75.3585;76.6768;75.195;69.4
24.02.2016;75.727;77.5719;75.6859;68.3682
22.02.2016;75.2985;77.0762;74.9644;67.6333
19.02.2016;76.9725;77.8893;76.0327;67.2092
18.02.2016;76.4236;76.4937;74.9078;67.9881
17.02.2016;75.0554;78.3125;74.6401;68.164
16.02.2016;77.8994;78.1336;75.9113;68.4507
15.02.2016;76.9851;77.9966;76.9088;67.8789
12.02.2016;78.3517;79.7784;78.1362;68.8372
11.02.2016;79.6133;80.6343;78.7321;68.2448
10.02.2016;78.6507;79.5737;77.6432;67.2352
09.02.2016;79.694;79.9492;78.0821;67.9093
08.02.2016;78.5536;79.0679;76.3942;68.8458
05.02.2016;77.478;77.7422;76.3694;68.0735
04.02.2016;76.9337;77.3007;75.5554;70.6115
03.02.2016;76.8412;79.883;76.6873;71.0578
02.02.2016;79.7376;79.8331;77.7298;70.2661
01.02.2016;77.311;77.4454;75.4137;69.6175
29.01.2016;75.4522;76.3552;74.5902;71.6975
28.01.2016;76.385;77.9913;75.4963;71.159
27.01.2016;77.6976;79.4634;76.9593;72.7436
26.01.2016;78.3158;82.274;77.7195;71.3089
25.01.2016;80.0635;80.1432;76.5499;72.5453
22.01.2016;78.0541;81.3493;77.9427;73.277
21.01.2016;82.6842;85.9563;81.8343;73.327
20.01.2016;81.3818;82.457;79.1862;73.3816
19.01.2016;78.5955;78.9523;78.078;74.9774
18.01.2016;79.2947;79.4214;78.3766;75.4995
15.01.2016;77.6318;77.9424;76.4312;75.889
14.01.2016;76.0703;77.0163;76.0638;76.2874
13.01.2016;76.6669;76.8102;75.7444;76.015
12.01.2016;77.0399;77.2442;75.9124;75.1234
11.01.2016;76.2061;76.4745;74.805;77.0303
06.01.2016;74.7596;75.0546;73.3066;76.1718
05.01.2016;73.327;73.5446;72.8548;75.1378
04.01.2016;73.1688;73.6205;72.6304;77.6846
30.12.2015;73.595;73.6228;72.5105;77.6745
29.12.2015;72.2278;72.8386;71.86;78.4128
28.12.2015;72.2125;72.4565;70.2745;80.23
25.12.2015;70.673;70.7951;70.0191;78.3907
24.12.2015;70.2538;70.818;69.2364;79.4379
23.12.2015;69.8025;71.155;69.6433;78.5148
22.12.2015;71.254;71.3073;70.9794;77.5891
21.12.2015;71.228;71.4067;71.022;76.3445
18.12.2015;70.9462;71.4647;70.5258;78.085
17.12.2015;71.1651;71.1847;70.2969;79.058
16.12.2015;70.3857;70.6111;69.832;77.3804
15.12.2015;69.9731;71.0508;69.6451;75.4768
14.12.2015;70.5592;71.2151;68.9182;76.5643
11.12.2015;70.3434;70.4949;69.0732;77.4414
10.12.2015;69.1204;69.3691;68.5697;77.9828
09.12.2015;69.3591;69.6539;68.7257;79.4395
08.12.2015;69.4345;69.9246;69.0421;78.035
07.12.2015;69.4869;69.4979;68.045;82.2764
04.12.2015;68.123;68.3198;67.2354;81.917
03.12.2015;67.5253;68.1794;67.403;78.6515
02.12.2015;67.4866;67.4912;66.5565;79.3075
01.12.2015;66.6175;66.8887;66.0666;77.762
30.11.2015;66.4873;66.91;65.7607;76.3186
27.11.2015;66.4662;66.4839;65.9105;76.4935
26.11.2015;65.846;66.0115;65.4966;77.1508
25.11.2015;65.5291;66.0763;65.2638;76.1967
24.11.2015;65.4577;66.4598;65.1881;76.7001
23.11.2015;65.8669;66.9222;61.7925;74.6337
20.11.2015;64.7523;65.0419;64.3353;74.532
19.11.2015;64.5997;65.1495;64.3863;73.3205
18.11.2015;64.775;65.4946;64.5474;73.1813
17.11.2015;65.1318;65.7685;64.5898;72.5997
16.11.2015;65.2843;66.8091;65.217;72.8484
13.11.2015;66.7755;66.9886;66.2547;73.4343
12.11.2015;66.6297;66.6513;65.286;72.2141
11.11.2015;65.4246;65.4922;64.3665;72.0838
10.11.2015;64.5688;64.7532;64.0834;71.1128
09.11.2015;64.5938;64.9353;62.6562;70.3155
06.11.2015;64.5854;64.822;63.412;69.8159
05.11.2015;63.4308;63.5975;63.064;71.2554
03.11.2015;62.5977;64.0807;62.3431;71.2445
02.11.2015;63.653;64.5671;62.4383;70.975
30.10.2015;63.9303;64.6619;63.4865;70.9545
29.10.2015;64.4;64.6904;63.7158;70.5277
28.10.2015;63.9181;65.5068;63.3862;69.8528
27.10.2015;64.9373;65.1515;63.1801;70.5545
26.10.2015;63.0096;63.0349;61.9559;70.9791
23.10.2015;62.3711;62.4048;61.639;68.9789
22.10.2015;62.5805;62.9321;62.3614;69.5595
21.10.2015;63.0332;63.1615;62.1256;69.3945
20.10.2015;62.1096;62.3734;61.6709;69.1888
19.10.2015;62.2885;62.4267;58.6965;67.6977
16.10.2015;61.2748;62.1054;61.1172;67.8246
15.10.2015;61.392;62.6584;61.384;67.2528
14.10.2015;62.652;63.2957;62.548;66.5426
13.10.2015;63.0548;63.189;61.997;66.3997
12.10.2015;62.2675;63.2691;60.9201;66.45
09.10.2015;61.842;61.8725;60.8189;65.8888
08.10.2015;61.362;62.7025;61.3099;65.6005
07.10.2015;62.65;63.2831;61.868;65.396
06.10.2015;63.3602;65.2644;63.3574;65.8517
05.10.2015;64.7739;66.284;64.5478;65.1277
02.10.2015;66.0143;66.6771;65.634;64.5911
01.10.2015;65.683;65.8035;64.7471;65.4611
30.09.2015;65.4342;66.1373;65.2371;64.8045
29.09.2015;65.7206;66.3269;65.4102;65.8626
28.09.2015;66.0861;66.1712;65.3401;66.7948
25.09.2015;65.522;65.9128;65.4147;66.5798
24.09.2015;66.0903;66.7727;66.0385;65.2455
23.09.2015;66.403;66.4982;65.4991;64.5724
22.09.2015;66.0228;66.7396;66.0005;64.6228
21.09.2015;66.0283;67.7716;65.6624;64.2402
18.09.2015;66.494;66.6161;65.3217;63.0974
17.09.2015;65.4454;66.2506;64.9244;63.2017
16.09.2015;65.3099;66.5771;64.9207;62.5531
15.09.2015;66.7262;67.6534;66.5399;63.7709
14.09.2015;67.4602;68.0844;67.1508;63.9645
11.09.2015;67.9381;68.2892;67.5491;64.2044
10.09.2015;67.7072;68.8748;67.4544;63.4648
09.09.2015;68.483;68.5558;67.3413;65.0331
08.09.2015;67.9794;69.0639;67.72;62.9846
07.09.2015;69.118;69.295;68.1374;62.38
04.09.2015;68.4881;68.5245;67.0719;62.6758
03.09.2015;67.1928;67.668;66.2142;62.948
02.09.2015;67.0107;68.0329;66.2792;62.0635
01.09.2015;66.7965;66.7986;64.7591;62.1796
31.08.2015;64.2767;67.4077;63.7309;61.2705
28.08.2015;65.3997;67.3857;64.8336;61.8903
27.08.2015;66.0514;68.0655;65.7843;62.8661
26.08.2015;68.9081;69.9724;68.418;62.5362
25.08.2015;69.0018;71.0513;68.1526;61.7375
24.08.2015;70.894;71.6398;69.8567;61.6157
21.08.2015;69.14;69.2742;67.8631;61.8968
20.08.2015;67.9223;68.0359;66.7816;62.6092
19.08.2015;66.609;66.6254;65.5152;63.5454
18.08.2015;65.8765;65.9353;65.5192;64.8418
17.08.2015;65.4883;65.7619;65.0575;66.408
14.08.2015;64.9805;65.0437;64.3977;65.6993
13.08.2015;64.6999;65.0242;63.7268;65.5342
12.08.2015;64.2429;65.2425;64.0662;65.5829
11.08.2015;64.2562;64.5141;63.0563;66.0621
10.08.2015;62.8383;64.686;62.7142;65.5945
07.08.2015;64.0339;64.6963;63.4677;66.1066
06.08.2015;64.0289;64.5765;63.3377;66.3486
05.08.2015;63.4646;63.8068;62.5432;66.3593
04.08.2015;63.0635;63.2982;62.4386;66.1717
03.08.2015;63.5233;63.6051;60.7425;66.5094
31.07.2015;61.7308;61.7454;59.8873;66.01
30.07.2015;59.7282;59.9056;58.8188;65.2149
29.07.2015;58.6792;60.0669;58.5485;66.7492
28.07.2015;60.01;60.8792;59.8272;67.4655
27.07.2015;59.6425;59.8595;58.3658;67.936
24.07.2015;58.4258;58.725;57.8705;67.7303
23.07.2015;57.8575;57.9774;57.2658;68.0587
22.07.2015;57.431;57.499;56.8502;68.2528
21.07.2015;56.9361;57.0971;56.7565;69.2614
20.07.2015;56.9897;57.0577;56.7245;67.544
17.07.2015;56.9616;57.1103;56.7278;66.8852
16.07.2015;56.9556;57.0784;56.487;67.0784
15.07.2015;56.9373;56.9544;56.5006;66.3245
14.07.2015;56.409;57.0747;56.4016;64.507
13.07.2015;56.5421;56.8498;56.2175;65.485
10.07.2015;56.3703;56.8755;56.2111;66.6356
09.07.2015;57.1983;57.3678;56.5487;69.2786
08.07.2015;57.498;57.626;56.8715;68.8165
07.07.2015;56.7357;57.6786;56.4483;69.9748
06.07.2015;56.8822;57.042;55.0791;69.0444
03.07.2015;55.9767;55.9898;55.4139;67.1524
02.07.2015;55.5304;55.9224;55.3254;66.4643
01.07.2015;55.8365;55.8431;55.2608;65.7736
30.06.2015;55.2879;55.9848;54.9833;65.4528
29.06.2015;55.7356;55.8408;53.9511;64.8457
26.06.2015;54.7952;55.3006;54.703;64.6493
25.06.2015;54.716;54.941;54.4;64.2705
24.06.2015;54.464;54.7227;53.656;64.2353
23.06.2015;53.8353;54.6686;53.7913;62.9883
22.06.2015;53.9425;54.2125;53.3633;64.01
19.06.2015;54.0211;54.5565;53.3804;64.289
18.06.2015;53.4549;53.9128;53.0141;63.6974
17.06.2015;53.6325;54.3097;53.4834;62.7393
16.06.2015;53.7593;54.4736;53.5079;62.9418
15.06.2015;54.5292;55.5627;54.3492;60.9735
11.06.2015;54.7819;54.9355;54.209;59.3458
10.06.2015;54.3319;55.2144;53.7964;58.7316
09.06.2015;55.5518;56.108;55.5157;60.3185
08.06.2015;55.9781;56.3799;55.6359;59.2626
05.06.2015;56.2235;57.1823;55.5546;58.4632
04.06.2015;56.4572;56.656;54.624;57.8359
03.06.2015;54.2921;54.3774;52.8231;57.1336
02.06.2015;52.8278;53.7385;52.726;56.9148
01.06.2015;53.6001;53.6095;52.5618;56.8954
29.05.2015;52.3445;53.2108;52.1807;56.9225
28.05.2015;52.5848;52.9758;51.81;56.776
27.05.2015;51.975;52.0448;50.729;56.8935
26.05.2015;50.9525;50.9827;50.2245;56.4537
25.05.2015;49.9758;50.1462;49.7809;56.4285
22.05.2015;50.0035;50.1134;49.6767;56.2175
21.05.2015;49.9743;50.1409;49.5059;57.1358
20.05.2015;49.74;50.17;49.5855;57.4702
19.05.2015;49.5455;49.6933;48.9637;57.1876
18.05.2015;49.1025;49.54;48.9598;56.5708
15.05.2015;49.5206;50.2018;49.243;56.003
14.05.2015;50.0977;50.605;49.6568;55.4093
13.05.2015;49.2776;49.95;48.8307;55.5989
12.05.2015;49.9748;51.2623;49.951;55.2655
08.05.2015;51.0229;51.2799;50.474;55.5277
07.05.2015;50.3027;50.8986;49.9983;54.7842
06.05.2015;50.953;50.9975;49.7033;54.6719
05.05.2015;50.5003;52.0999;50.389;54.4972
30.04.2015;51.6265;52.2019;50.9031;54.0713
29.04.2015;51.0379;51.9604;50.7207;53.7523
28.04.2015;51.5218;52.6209;51.1004;54.2138
27.04.2015;51.957;52.036;50.7337;53.2419
24.04.2015;50.8906;51.4924;50.0717;54.2361
23.04.2015;50.8083;52.3843;50.6824;53.6405
22.04.2015;52.2038;53.9519;52.1334;54.5678
21.04.2015;53.771;54.1311;53.1258;55.17
20.04.2015;53.2752;53.7962;51.3273;54.7277
17.04.2015;51.9264;52.7655;49.9895;54.3715
16.04.2015;49.8088;50.294;49.4503;55.6349
15.04.2015;49.7317;50.8138;49.5693;56.217
14.04.2015;50.8831;52.2307;50.6815;56.24
13.04.2015;52.0535;53.2163;51.8432;55.9818
10.04.2015;53.5898;53.6596;50.2952;54.2467
09.04.2015;51.9296;53.1067;51.8233;52.7607
